,score_2,td_err_2,score_131,td_err_131,score_1729,td_err_1729
0,12,0.0,42,0.0,22,0.0
1,14,0.0,27,0.0,20,0.0
2,26,0.0,33,0.0,13,0.0
3,13,0.0,12,0.0,17,0.0
4,12,0.0,15,0.0,22,0.0
5,15,0.0,22,0.0,15,0.0
6,14,0.0,14,0.0,22,0.0
7,19,0.0,9,0.0,18,0.0
8,13,0.0,31,0.0,42,0.0
9,9,0.0,32,0.0,31,0.0
10,27,0.0,25,1.0,16,0.0
11,16,0.0,17,1.0,12,1.0
12,16,0.0,16,1.0,22,1.0
13,23,0.0,30,1.0,22,1.0
14,20,0.0,25,1.0,32,1.0
15,17,1.0,77,1.0,12,1.0
16,28,1.0,39,1.0,39,1.0
17,14,1.0,15,1.0,8,1.0
18,20,1.0,30,1.0,10,1.0
19,17,1.0,24,1.0,20,1.0
20,42,1.0,9,1.0,18,1.0
21,20,1.0,39,1.0,48,1.0
22,24,1.0,10,1.0,32,1.0
23,13,1.0,21,1.0,30,1.0
24,25,1.0,27,1.0,16,1.0
25,11,1.0,19,1.0,39,1.0
26,26,1.0,25,1.0,14,1.0
27,59,1.0,19,1.0,24,1.0
28,17,1.0,21,1.0,18,1.0
29,53,1.0,25,1.0,29,1.0
30,13,1.0,18,1.0,26,1.0
31,16,1.0,39,1.0,19,1.0
32,13,1.0,21,1.0,21,1.0
33,14,1.0,20,1.0,29,1.0
34,18,1.0,14,1.0,27,1.0
35,16,1.0,21,1.0,31,1.0
36,23,1.0,27,1.0,15,1.0
37,22,1.0,65,1.0,21,1.0
38,18,1.0,16,1.0,16,1.0
39,31,1.0,14,1.0,17,1.0
40,21,1.0,22,1.0,26,1.0
41,32,1.0,15,1.0,19,1.0
42,19,1.0,52,1.0,20,1.0
43,40,1.0,18,1.0,29,1.0
44,14,1.0,25,1.0,12,1.0
45,14,1.0,28,1.0,29,1.0
46,17,1.0,26,1.0,28,1.0
47,13,1.0,11,1.0,22,1.0
48,32,1.0,23,1.0,17,1.0
49,16,1.0,15,1.0,18,1.0
50,20,1.0,32,1.0,15,1.0
51,11,1.0,20,1.0,17,1.0
52,14,1.0,16,1.0,11,1.0
53,21,1.0,9,1.0,13,1.0
54,17,1.0,12,1.0,19,1.0
55,9,1.0,25,1.0,47,1.0
56,32,1.0,17,1.0,18,1.0
57,35,1.0,13,1.0,44,1.0
58,9,1.0,18,1.0,14,1.0
59,13,1.0,19,1.0,23,1.0
60,28,1.0,32,1.0,14,1.0
61,54,1.0,46,1.0,23,1.0
62,26,1.0,25,1.0,26,1.0
63,41,1.0,15,1.0,65,1.0
64,12,1.0,36,1.0,13,1.0
65,24,1.0,35,1.0,16,1.0
66,12,1.0,30,1.0,11,1.0
67,13,1.0,65,1.0,8,1.0
68,18,1.0,14,1.0,36,1.0
69,34,1.0,13,1.0,26,1.0
70,32,1.0,13,1.0,43,1.0
71,24,1.0,29,1.0,12,1.0
72,9,1.0,12,1.0,13,1.0079682534683323
73,17,1.0,18,1.0,11,1.0392304845413265
74,13,1.0,10,1.0,19,1.0217631819555841
75,29,1.0,43,1.0,14,1.0276186062932104
76,21,1.0,21,1.0,15,1.0059821071967434
77,21,1.0,19,1.0,34,1.0411532067856297
78,50,1.0,16,1.0,13,1.0237187113655781
79,23,1.0,12,1.0,10,1.0620734437881403
80,13,1.0,12,1.0059821071967434,24,1.0507140429250958
81,17,1.0,15,1.0119288512538813,11,1.0788883167408942
82,17,1.0,14,1.0119288512538813,25,1.0488088481701516
83,15,1.0,21,1.0059821071967434,16,1.0714476188783097
84,13,1.0,19,1.0079682534683323,34,1.0639548862616308
85,12,1.0039920318408906,39,1.0751744044572489,42,1.0639548862616308
86,18,1.019803902718557,28,1.1063453348751464,13,1.0733126291998991
87,34,1.0449880382090506,17,1.0751744044572489,13,1.0844353369380766
88,15,1.0488088481701516,39,1.0639548862616308,17,1.1117553687749837
89,16,1.0583005244258363,54,1.2263767773404712,20,1.0825894882179485
90,17,1.0545141061171255,45,1.2853015210447702,13,1.1610340218959994
91,13,1.1009087155618307,9,1.1966620241321273,17,1.2083045973594573
92,30,1.0936178491593853,20,1.2263767773404712,14,1.1815244390193542
93,17,1.0807404868885035,15,1.2521980673998823,10,1.2132600710482482
94,10,1.1063453348751464,17,1.2868566353716329,24,1.2361229712289954
95,8,1.0862780491200215,16,1.2664912159190052,21,1.2821856339859685
96,18,1.1661903789690602,16,1.3446189051177289,12,1.2806248474865698
97,11,1.1679041056525146,16,1.2946041866145805,13,1.3386560424545209
98,22,1.2033287165193058,19,1.329661611087573,23,1.4872793954062566
99,16,1.1454256850621083,27,1.3769531582446803,31,1.46696966567138
100,26,1.1849050594878898,13,1.3114877048604001,11,1.556920036482285
101,48,1.2930583900195691,13,1.2821856339859685,11,1.6024980499208104
102,18,1.3813037319865606,13,1.3130118049735882,19,1.5543487382180359
103,16,1.2976902558006667,12,1.42828568570857,28,1.42828568570857
104,21,1.3341664064126333,21,1.3416407864998738,21,1.5607690412101336
105,13,1.3594116374373144,18,1.3711309200802089,26,1.4642404174178503
106,13,1.411382301150188,12,1.4324803663575987,24,1.4127986409959488
107,15,1.451895313030523,12,1.451895313030523,11,1.4859340496805369
108,13,1.4226735395022991,25,1.4366627996854378,10,1.5658863304850708
109,9,1.594992162990151,11,1.375499909123952,18,1.5811388300841898
110,11,1.6272676485446393,89,1.5466091943344964,16,1.624807680927192
111,10,1.5594870951694342,8,1.7629520696831211,16,1.6370705543744901
112,18,1.7216271373325875,40,1.820988742414406,44,1.6161683080669538
113,12,1.6012495120998476,18,1.7854971296532516,14,1.8055470085267789
114,12,1.695877354056006,12,2.0199009876724157,62,1.8558017135459273
115,14,1.7204650534085253,26,2.177154105707724,15,1.93700800204852
116,14,1.7538529014715003,10,1.8428239199663108,13,1.9514097468240748
117,11,1.6994116628998401,11,1.7674840876228561,10,2.294340863951998
118,14,1.7527121840165316,9,1.8536450577173613,28,1.8729655629509048
119,21,1.6407315441594947,29,1.7821335527956372,23,1.819890106572372
120,23,1.6946976131451887,26,1.8718974330876144,11,1.929766825292631
121,13,1.614930339054908,11,1.8319388636087177,35,2.06881608655772
122,11,2.0513410247932935,13,2.0976176963403033,34,2.238749651032915
123,12,1.9585709075752147,16,2.1297887219158618,9,2.251221890440833
124,14,1.8055470085267789,39,2.5219040425836985,10,2.4746716953971895
125,16,2.0159365069366646,36,2.6199236630100504,28,2.3638950907347813
126,10,2.008979840615629,27,2.6780589986032792,40,2.3108440016582685
127,14,1.9193748982416126,43,2.303041467277565,13,2.451938009004306
128,70,2.298695282111137,21,1.794435844492636,10,2.2908513701242166
129,41,2.286482013924448,10,2.217205448306494,13,2.496397404260788
130,73,2.067849124090053,68,2.0842264752180846,12,2.373183515870612
131,31,1.9919839356781972,84,2.280350850198276,26,2.1447610589527217
132,10,1.9788885769542457,39,2.2978250586152114,63,1.93700800204852
133,20,2.0376457003120048,62,2.35966099260042,35,2.0474374227311563
134,28,1.9565275362232957,21,2.5314027731674784,18,1.9585709075752147
135,33,1.9768662069042509,40,2.6705804612480786,10,2.165178976435897
136,52,2.08806130178211,17,2.7129319932501073,13,2.2653917983430594
137,43,2.1881499034572562,42,2.969174969583302,13,2.3315231073270537
138,8,2.72176413379264,9,2.67132925713024,19,2.2414281161795038
139,29,2.156849554326866,9,2.2565460332109337,76,2.352870587176439
140,21,2.458454799259079,46,1.975854245636555,77,2.4413111231467406
141,25,2.4673872821265816,10,2.1080796948882172,10,2.174396467988301
142,18,2.659323222175146,10,2.2045407685048604,10,2.1372880011828075
143,13,2.5612496949731396,8,2.4470390270692457,11,2.322929185317538
144,15,2.654053503605381,11,2.503597411725775,21,2.389979079406345
145,23,2.4625190354594215,10,2.560468707092512,11,2.2108821768696765
146,32,2.385791273351464,24,2.2081666603768837,12,2.5526456863419176
147,19,2.4232209969377534,21,2.7842413688471765,29,2.669831455354439
148,50,2.669082239272518,8,2.7502727137504017,52,2.2342784070030306
149,56,2.706288972005761,16,2.743720102342803,42,2.2653917983430594
150,12,2.4859605789312105,12,2.5510782034269353,37,2.3400854685246006
151,12,2.4714368290530913,10,2.2969545054266964,44,2.000999750124922
152,47,2.3891421054428723,62,2.5203174403237383,12,2.178072542409917
153,44,2.232487401980132,10,2.61457453517776,108,2.3613555429032704
154,86,2.3435016535091244,10,2.5392912396966207,56,2.4625190354594215
155,10,2.3220680437919987,22,2.4306377763870946,57,2.3706539182259396
156,26,2.3622023622035435,86,2.2503333086456325,47,2.919589012172775
157,18,2.2117866081518804,56,2.5729360660537215,34,2.9099828178186895
158,15,2.3400854685246006,20,2.610747019532915,28,2.9359836511806394
159,10,2.3203448019637083,14,2.4803225596683993,87,3.075060975005211
160,48,2.2485550916088313,71,2.4568272222523095,14,2.7003703449712226
161,14,2.1808255317654366,54,2.5768197453450252,10,2.726169473822198
162,31,2.134478859112922,24,2.6517918470347555,10,2.615339366124404
163,31,2.3125743231299616,36,2.3366642891095846,53,2.6076809620810595
164,132,2.203633363334291,200,2.3579652245103193,32,3.1654383582688825
165,25,2.3082460874005615,52,2.3220680437919987,11,2.896894889359985
166,12,2.4289915602982237,89,2.1241468875762806,67,2.750999818247904
167,30,2.42816803372419,14,2.348616614094348,62,2.6758176320519302
168,11,2.4617067250182343,59,2.603075104563831,42,2.8691462144686875
169,173,2.513165334791963,13,2.1147103820618085,30,2.9387071987525397
170,30,2.5314027731674784,37,2.3056452459127357,18,2.8333725487482226
