,score_2,td_err_2,score_131,td_err_131,score_1729,td_err_1729,score_4027,td_err_4027,score_10069,td_err_10069
282,10,1.0,11,1.0,8,1.0,10,1.0,9,1.0
283,10,1.0,10,1.0,10,1.0,8,1.0,8,1.0
284,10,1.0,10,1.0,9,1.0,8,1.0,9,1.0
285,10,1.0,9,1.0,8,1.0,8,1.0,9,1.0
286,10,1.0,10,1.0,10,1.0,9,1.0,10,1.0
287,10,1.0,11,1.0,10,1.0,9,1.0,10,1.0
288,9,1.0,9,1.0,10,1.0,9,1.0,10,1.0
289,8,1.0,9,1.0,9,1.0,10,1.0,10,1.0
290,9,1.0,9,1.0,10,1.0,8,1.0,9,1.0
291,10,1.0,9,1.0,10,1.0,9,1.0,10,1.0
292,10,1.0,11,1.0,9,1.0,10,1.0,9,1.0
293,9,1.0,9,1.0,10,1.0,10,1.0,8,1.0
294,8,1.0,9,1.0,9,1.0,10,1.0,9,1.0
295,9,1.0,10,1.0,9,1.0,10,1.0,9,1.0
296,9,1.0,9,1.0,9,1.0,10,1.0,8,1.0
297,10,1.0,9,1.0,9,1.0,10,1.0,9,1.0
298,10,1.0,9,1.0,10,1.0,10,1.0,9,1.0
299,9,1.0,9,1.0,9,1.0,10,1.0,11,1.0
