,score_2,td_err_2,score_131,td_err_131,score_1729,td_err_1729
0,12,1.0,42,1.0,22,1.0
1,19,1.0,13,1.0,26,1.0
2,28,1.0,16,1.0,32,1.0
3,12,1.0,27,1.0,13,1.0
4,10,1.0,20,1.0,46,1.0
5,40,1.0,22,1.0,22,1.0
6,9,1.0,28,1.0,49,1.0
7,20,1.0,14,1.0,14,1.0
8,35,1.0,15,1.0,80,1.0
9,39,1.0,25,1.0,9,1.0
10,12,1.0,16,1.0,23,1.0
11,22,1.0,21,1.0,20,1.0
12,17,1.0,18,1.0,67,1.0
13,50,1.0,11,1.0,24,1.0
14,23,1.1027239001672178,25,1.0,24,1.131370849898476
15,24,1.1436782764396638,25,1.0,23,1.2361229712289954
16,24,1.4240786495134319,11,1.0,21,1.2553883861180173
17,23,1.4,9,1.3475904422338414,36,1.1983321743156194
18,53,1.531012736720371,19,1.8011107683871084,19,1.3885243966167826
19,30,1.6024980499208104,22,2.5211108662651074,32,1.6358484037342824
20,40,1.7538529014715003,19,2.903101789465881,49,2.125088233462319
21,15,2.23606797749979,34,3.1457908385650817,42,2.3949947807876324
22,16,3.159113799786263,19,4.98798556533597,63,2.9718680993610738
23,46,4.113392760240627,19,5.408511810100816,18,2.9899832775452104
24,29,5.203460387088577,14,5.305091893643313,27,3.4617914437470088
25,13,5.302829433425141,17,5.588201857485108,16,3.194996087634537
26,15,5.529918625079396,25,5.2470944340653904,12,4.1021945346363085
27,28,6.272479573502014,33,6.303332451965389,25,5.217278984298233
28,24,6.494921092669256,17,6.570844694557922,56,5.159069683576681
29,47,6.5142919799468615,16,6.208059278067503,12,5.5313651117965446
30,18,6.511528238439882,30,6.981403870282825,14,4.853864439804639
31,37,6.484134483491224,21,5.718741120211686,15,5.415902510200862
32,16,7.654018552368423,13,6.937146387384369,20,7.084066628709811
33,21,7.65349593323208,18,5.986985886069885,13,7.806663820096264
34,14,6.89115374955457,15,4.8509792825779,23,6.787930465171251
35,14,7.131339285155349,26,6.1751113350287055,25,7.854170866488709
36,16,9.839105650413558,17,5.748043145279966,13,7.520904200958818
37,27,7.209160838821672,11,5.704734875522262,23,8.066225883274035
38,18,6.998285504321755,25,6.051776598652664,12,7.504132194997633
39,15,6.7914652321866456,15,7.044714330616963,12,8.391185851832862
40,9,7.447147104764348,21,8.35296354595182,20,7.785370896752447
41,22,6.55133574166368,13,6.316961294799898,38,8.068457101577723
42,21,5.851837318312942,19,8.209263060713793,19,8.053322295798175
43,37,6.59787844689488,44,6.7521848315934,11,8.144937077718895
44,20,7.736407434979107,15,6.558048490214143,53,6.186113481015362
45,22,6.662131790951002,12,6.6522176753320394,25,6.327084636702752
46,37,6.740029673525184,18,5.067938436879438,19,6.488143031715623
47,68,5.958523306994779,12,5.938686723510511,12,7.711290423787707
48,10,5.542562584220407,13,7.365324161230109,28,7.337847095708659
49,13,6.202902546389069,18,5.792063535563124,14,7.248172183385271
50,12,7.083219606930171,27,5.619608527290847,35,7.910499352126894
51,15,5.902541825349482,17,5.643757613505385,141,8.03691483095348
52,25,5.640921910468181,14,5.340037453052179,13,8.349610769371228
53,61,5.2459508194416005,16,5.422176684690384,11,6.445773809248972
54,20,6.25395874626624,10,5.2573757712379665,14,5.566327334966926
55,10,7.181643265994211,19,4.567274898667694,14,7.357173370255726
56,44,7.06257743320383,18,5.247475583554439,41,6.371499038687834
57,20,8.078366171448284,8,5.1037241304757055,63,6.593936608733815
58,10,8.198048548282694,11,5.3988887745535195,25,6.191607222684591
59,17,6.933108970728788,22,5.326161845081315,20,7.059461735854937
60,17,8.803408430829505,14,4.2595774438317235,17,7.064559434246413
61,19,8.399047565051648,41,4.579082877607698,27,7.942291860665912
62,11,6.2257529665093525,22,5.204997598462462,11,5.581039329730619
63,36,7.149265696559333,9,5.758819323437748,45,8.65378529893133
64,14,6.403436577338765,17,6.45941173792165,20,10.919340639434234
65,15,6.852152946337377,17,6.325820104935011,49,8.674099376880577
66,13,7.351462439542217,10,5.488169093604897,11,9.469107666512194
67,22,7.372923436466705,14,5.10098029794274,13,8.96615859774965
68,12,7.760927779589242,17,7.405673500769528,11,7.934481709601453
69,11,8.229945321811075,11,5.4077721845506765,16,6.943486156103432
70,8,7.104364855495528,17,5.672389267319372,25,7.327482514479308
71,19,5.981972918694969,15,6.059042828698276,13,9.762991344869665
72,34,6.268333111761053,16,7.323933369440222,12,6.409992199683241
73,35,6.950395672190181,11,6.658227992491696,18,6.963619748377994
74,15,7.107179468678134,11,6.554082697067531,13,7.429131846992622
75,38,7.003713300814076,25,5.0746428445753695,13,7.057761684840314
76,20,6.00533096506762,10,7.099014016044763,27,7.920606037419106
77,23,6.461888268919543,13,10.483510862301808,10,8.362057163162664
78,32,6.274711148730274,13,8.96102672688794,17,9.047651629014018
79,53,5.9736086246087465,42,6.7731824130167935,31,8.05928036489611
80,69,5.3981478305063115,10,6.3655321851358195,17,7.0933771928468605
81,12,6.071573107523288,11,8.492349498224858,35,7.292736112050127
82,11,4.854688455503608,10,10.077896605939157,11,5.96523260233832
83,20,4.080196073719987,25,11.950564840207345,10,7.276812488995439
84,44,4.735820942561068,10,8.380453448352302,17,6.62691481762064
85,82,6.899275324264136,39,8.988659521864204,14,7.930699843015117
86,34,6.344446390348018,11,8.675482695504613,19,6.827005199939428
87,20,6.323290282756281,15,9.366536179399512,12,8.109500601146781
88,26,6.249799996799898,12,12.67643483003009,10,6.803528496302488
89,10,6.238268990673615,10,7.091121208948554,10,7.800256406042047
90,10,6.18255610568962,16,8.141007308681155,24,7.253688716784033
91,18,5.816184316199067,13,8.103826256775251,81,7.484116514325522
