,score_2,td_err_2,score_131,td_err_131,score_1729,td_err_1729
0,32,0.0,15,0.0,33,0.0
1,11,0.0,13,0.0,26,0.0
2,9,0.0,17,0.0,19,0.0
3,13,0.0,31,0.0,25,0.0
4,14,0.0,37,0.0,31,0.0
5,16,0.0,12,0.0,16,0.0
6,11,0.0,24,0.0,31,0.0
7,14,0.0,24,0.0,9,0.0
8,17,0.0,16,0.0,23,0.0
9,10,0.0,17,0.0,14,0.0
10,26,0.0,26,0.0,23,0.0
11,11,0.0,26,0.0,21,0.0
12,34,0.0,20,0.0,17,0.0
13,11,0.0,34,1.0,13,1.0
14,20,0.0,16,1.0,41,1.0
15,20,0.0,19,1.0,22,1.0
16,42,1.0,14,1.0,25,1.0
17,32,1.0,19,1.0,17,1.0
18,49,1.0,27,1.0538594213651078,17,1.005894706219294
19,51,1.0,15,1.062475599719824,13,1.349270262030554
20,30,1.0,15,1.2323676724094965,15,1.554295107114476
21,32,1.1830010650882778,20,1.6309646225470371,11,1.5933317043227377
22,34,1.6130805807522448,26,2.483320196833264,13,1.966027222598914
23,17,1.6233585925481775,26,2.6031719420737467,54,2.4351612020562414
24,15,1.8867309718134166,16,3.499126519575993,48,3.3117392409427406
25,11,2.797208150996275,14,4.257453172966205,74,3.944623439569359
26,18,3.1447721952472167,18,5.947281153602879,12,6.920660407793464
27,13,3.035430038725979,29,7.678680845041029,14,6.503305239645453
28,15,4.12095447196399,11,7.4541750019703725,13,8.176666831906507
29,10,7.535273818515158,54,9.512238474722972,40,10.048580476863387
30,24,5.9952479314870715,33,9.176341998857716,15,10.213566859819345
31,22,6.457485826542711,13,9.280273625276358,13,11.328636387491658
32,12,7.9911888877688275,11,8.808377703073365,11,9.307640087583962
33,16,8.42375398501167,41,8.723068093280023,13,10.709232383322345
34,14,7.86806327376693,16,8.058187816128388,33,8.695086051328072
35,39,9.787270132166578,13,8.87124686614007,14,9.139478322092568
36,38,8.918533556588773,26,9.526324739373521,31,8.152982541377112
37,16,7.363618023770652,21,9.761589436152292,21,7.449683118093011
