,score_2,td_err_2,score_131,td_err_131,score_1729,td_err_1729,score_4027,td_err_4027,score_10069,td_err_10069
0,12,0.0,46,0.0,30,0.0,12,0.0,16,0.0
1,12,0.0,20,0.0,17,0.0,13,0.0,16,0.0
2,10,0.0,24,0.0,14,0.0,41,0.0,11,0.0
3,11,0.0,11,0.0,16,0.0,21,0.0,12,0.0
4,9,0.0,11,0.0,33,0.0,17,0.0,20,0.0
5,13,0.0,13,0.0,14,0.0,21,0.0,15,0.0
6,10,0.0,25,0.0,37,0.0,17,0.0,30,0.0
7,15,0.0,20,0.0,21,0.0,29,0.0,16,0.0
8,15,0.0,17,0.0,18,0.0,15,0.0,11,0.0
9,11,0.0,61,0.0,15,0.0,27,0.0,20,0.0
10,24,0.0,17,0.0,16,0.0,23,0.0,16,0.0
11,13,0.0,21,0.0,17,0.0,13,0.0,22,0.0
12,15,0.0,12,0.0,17,0.0,14,0.0,21,0.0
13,21,0.0,15,1.0,11,0.0,39,1.0,14,0.0
14,27,0.0,26,1.0,28,1.0,16,1.0,25,0.0
15,12,0.0,18,1.0,11,1.0,10,1.018613567551503,13,0.0
16,19,0.0,44,1.0,34,1.005894706219294,11,1.04517221547456,34,1.0
17,16,0.0,41,1.0,14,1.019155415037373,20,1.1442529790216847,15,1.0
18,14,0.0,14,1.0625260467395612,23,1.0175816822250685,26,1.2948538141427395,14,1.0
19,24,1.0,19,1.7942549651596342,15,1.0048497599143864,13,1.4543511542952754,30,1.0
20,13,1.0,34,1.6486124104834343,14,1.268595885221137,24,1.9232160565053527,30,1.0265024111028673
21,21,1.0,23,1.5679840305309234,45,1.755139926045784,18,2.5361463680158525,14,1.2637997309700615
22,46,1.0,31,1.690381637382517,32,2.3068190739631054,13,2.3271557231951623,25,1.4092413845754033
23,13,1.0149181641886207,18,2.7209187859985824,14,2.075432523595985,33,2.9247072195349744,39,1.4609479662191944
24,21,1.1698931917059778,14,3.2808814913068716,23,2.7501802704550116,37,4.0189793132087654,19,1.890247560506295
25,16,1.4687892701133136,22,3.595803887867079,28,3.3002897084953013,14,5.0785164447897575,16,1.6687317339824277
26,26,1.669499230308298,19,5.267010962585895,23,4.328319914239242,14,6.077985587347176,19,2.159991814799306
27,15,1.4592409533726773,20,7.675944053991015,41,5.428515671894114,27,7.327171252263728,44,3.5309461394929262
28,18,1.899110739267197,29,7.774790934809757,33,6.15005691030579,12,7.318465336393963,12,3.4733986123104272
29,20,2.203739186019979,11,7.827577546086656,24,6.883203719199367,46,8.83406871605604,50,4.82578031824906
30,33,3.3859678439111023,22,7.552304231160183,20,7.489407656150116,23,10.557496097086657,26,6.70988437456265
31,13,3.6468179444551385,16,8.339375324327357,12,8.248866055404221,14,9.17811577176928,10,6.924885523963556
32,16,5.1045903106909565,13,8.232479713913664,29,7.291672927387788,11,8.493630422852176,10,7.527218779868166
33,15,6.056265093273246,10,9.842833624520939,13,8.15821070578592,17,8.50246131893583,32,7.6536944595404375
34,20,10.041914391190556,14,11.140195517135236,16,6.15547896430489,15,7.627237738526313,18,7.983025852394566
35,9,9.914791592363402,11,9.499132373011758,12,6.946260380953192,24,7.909139432327642,22,7.423316660361459
36,33,8.564105239895175,14,8.08714218002874,47,10.018002172090002,14,8.074852181928781,26,9.901761984616677
37,23,9.938719152888867,10,8.487844145600224,13,10.495400958515116,21,6.8053844681986915,37,7.454819252000681
38,20,11.187999156238796,25,8.504075634658948,28,13.126697942742494,18,9.597334513290654,10,9.002944202870525
39,26,11.224219220952518,18,8.640531946587547,11,13.046959167560846,26,7.87908883056918,19,10.80869685392277
40,10,9.032743893192144,40,8.65312357937872,13,10.452881799771772,25,8.949208510253854,19,11.031802732101402
41,14,9.546580598308486,13,8.675650163532413,8,8.650561859208914,21,8.233945814735485,14,8.625767212254223
42,17,11.147960344385874,20,9.520057554447872,11,9.419636018445722,16,8.609007468924625,9,9.221111186836433
43,28,9.173616133237754,13,11.559144355876866,18,8.361511911131862,53,7.805328938616231,14,9.447440178164664
44,42,10.969514001996624,34,10.424473281657928,26,8.769096491657507,23,8.590060088264808,17,9.7984128510693
45,14,10.490364249157413,24,9.51728989996627,15,7.366688406604423,16,9.438467256922598,14,9.167132376048684
46,19,11.030361067526304,12,8.183781414480716,21,8.323102133219319,16,9.047423872020145,32,9.051778397640986
47,16,13.432280950009941,24,7.23579450233352,12,8.124122963126542,14,8.692735863926845,17,9.89392655723702
48,16,10.88144952844059,10,7.546921237166848,10,9.140322208762665,24,9.704708111014982,17,10.823171320828289
49,11,7.436373546292574,14,9.313090262635706,14,8.393621749876509,17,9.110709074490305,13,10.473492559791122
50,37,7.81582305838611,12,8.867264299658604,12,8.311037239719239,13,10.45067406055705,13,8.882002945282105
51,37,8.375763377746532,11,7.9064878372131835,16,7.960000381909539,11,12.101293120985046,39,10.840495590147158
52,19,9.651348075787133,17,8.673811950924462,13,8.176502949305407,18,10.641513471306608,17,8.466506386934341
53,15,9.899901300518101,12,10.15263674914059,24,10.916996729870354,22,9.391011012665249,10,8.81372124814485
54,11,8.906403826461048,14,8.485237580645576,38,8.560421840073069,11,10.225914578168545,15,8.234820663499601
55,10,8.930244681978204,10,8.85331484134615,17,8.594949428588862,15,9.470233745795296,13,7.3257358620141355
56,12,10.832007636629509,24,7.035726691678692,17,7.63399023316116,27,8.630857412795093,36,7.881104927610087
57,27,9.631822872125504,38,6.720154152993813,11,8.477561658873382,19,13.152060425651944,10,8.941373997322783
58,12,10.777020144733886,19,10.26407288360717,10,7.904749448274751,81,12.086641055313923,23,9.524043477431212
59,9,8.387214984725263,11,10.815767519690871,11,8.426443814563768,43,11.6955091210259,25,8.636590697723264
60,11,8.77067945372535,23,9.299388805722664,10,10.24379319588208,30,14.183777522225876,15,8.510350968085863
61,13,8.658508462778101,18,8.683421961415903,11,9.966448739646433,13,10.286213678511642,14,7.873966685222893
62,10,8.960472192914835,15,8.818018552940337,20,9.356121940205782,24,8.99010681137883,29,8.0082195774092
63,16,8.649238884433705,20,8.053753291478452,34,7.640251304767402,13,8.874089167909009,15,9.730688756711931
64,16,7.538572204336839,10,9.479877163761142,12,8.563821091078443,11,8.529680275367888,12,9.751402877535108
65,11,8.021551221553098,15,8.445643392897903,21,9.188612970410714,12,9.539315380046935,14,10.661271924118623
66,11,9.175176039728067,13,7.854157197306405,18,12.253746633581095,11,7.501465702114487,12,8.885701430950737
67,19,9.634642743765852,15,7.925081773710603,26,9.163962767274864,20,6.1701913098379695,42,12.299156075113446
68,12,7.714789142938385,14,8.875533227924956,32,8.696740419260541,21,9.104731561117,17,11.27916786292322
69,14,9.075009377405623,23,10.259034410703572,15,9.139926371694687,10,8.141825583982992,13,8.128115530674991
70,15,10.406536292157924,11,7.438604030327196,17,11.068068073516715,23,8.935573535033999,15,9.287975202378611
71,9,8.864726369155452,18,9.468623950712162,11,10.228434421748032,17,10.12080158090257,11,8.445451092748094
72,18,10.345095116044124,12,9.369775903403452,12,8.471570168510675,15,10.012733884409393,22,7.33259495676667
73,14,9.539042861838919,18,10.3905024556082,26,8.97820512129234,37,9.29855301431357,11,8.911264556728185
74,16,9.270952175477985,13,9.66779889737059,18,9.742421070760594,19,6.773955500296706,15,8.446927185669354
75,10,10.684955509500261,9,9.809358772111457,12,10.80780717814673,12,9.376150971480783,19,7.141883919527116
76,15,9.873478876262407,9,8.891040703989606,25,12.052163490427766,10,8.57903232771622,12,8.502548944875295
77,11,9.895875569144955,12,8.639045502831896,19,11.127516021107317,23,8.054372208930998,9,9.760638364369411
78,9,10.31921945110191,12,7.510092942167892,14,14.994082683512186,11,9.242059787731304,15,12.969473679374964
79,12,8.424869974070816,12,9.776664069098416,14,11.530454742116635,20,8.829441096694625,11,11.68053526855683
80,30,9.70813016806017,22,10.395134838952307,23,10.092578382157852,24,8.138306713315737,10,8.74644962942107
81,19,9.678401868077186,15,8.417246618699014,11,10.438613264222408,16,7.9598852353535845,16,10.288159228938866
82,17,9.34903780289715,13,9.08676540029509,10,8.216699999391482,10,7.888192543288989,12,11.92229586614927
83,15,10.33764394047309,10,7.371114520884884,14,11.769284749720349,10,9.210793598816554,11,9.186847058703002
84,11,8.811535312305114,14,7.772345221360152,15,10.75814143799941,13,9.32448002196369,11,9.995253865710465
85,9,7.935417529027694,11,9.259761690238037,15,9.0055705516086,12,7.95216526991234,11,8.231634569148463
86,14,9.304966510417971,9,8.423409105581896,11,11.567536173273892,14,10.592068934820997,12,9.15728838466934
87,27,10.27854564809633,12,9.52168961476901,10,11.895717770693789,12,9.603163362142705,19,11.211247502396867
88,10,9.466316893068814,12,9.426282151516578,12,9.828340417384819,37,8.178191438209305,16,8.488535600443695
89,10,8.138875735628355,15,8.705950185936054,27,8.789366757622531,15,11.439255185544207,12,9.36682593838489
90,12,7.838277800639627,10,8.58714312446229,11,8.769768215865229,10,8.86482069305409,17,9.69113113728217
91,17,9.240337154022033,12,8.897525049135856,12,7.9839362522505155,10,9.735709420478818,11,10.796231246133996
92,14,8.879085304241647,12,9.158712372380737,24,8.841306609319687,22,10.760920191136071,15,10.876782303604315
93,9,10.452267987379582,12,8.287342435304577,16,10.404416085489853,10,12.479020884668795,14,10.867990283396466
94,11,11.468934290508425,11,8.986073135691695,11,9.252013454378458,14,9.830366227155526,12,12.341555409266695
95,12,13.50325957685773,22,9.420133332389728,11,11.000275865631734,28,7.42616604177418,10,10.731311323412438
96,11,9.304174426567894,14,9.376897533832818,20,11.285076056456155,12,7.843626212409665,22,12.154897120091144
97,14,8.896273143288711,12,9.97424869150554,12,9.104955854917694,16,7.611851086299573,10,8.823843443760774
98,17,8.867105926963994,9,9.851263594077665,13,9.547300359787577,11,8.576068488532492,13,9.995590627871872
99,13,9.965795285876586,9,10.772550487233746,15,9.456100202514776,11,11.730960922277424,12,10.526134310372445
100,11,7.241636754215168,16,10.968922747471604,12,10.135459890897897,36,10.528237641694835,9,11.397663107848029
101,24,9.20891436815437,11,9.351618537985818,13,12.435814028844272,13,9.185645087853112,26,9.726594643553312
102,12,8.6863392980012,10,9.231677360046763,9,10.965439562552886,57,8.67826438868971,11,9.16309005521609
103,12,9.088683451413631,9,11.42157204591382,16,10.130616707782405,13,9.632320916580802,10,9.840551659332926
104,11,9.474903659668524,17,9.242165919307011,13,8.005344364860264,11,10.114828022265135,23,8.653184902681787
105,10,8.434295901852153,16,9.896925752980064,11,8.046449134866883,12,9.875300574666069,10,9.148327925910833
106,19,7.442278006094639,13,10.119581833257735,9,7.836357388480952,12,9.223177968574605,28,10.521225920965673
107,11,10.23980320904655,9,10.846570090125265,11,8.918619498554696,15,9.36740044195827,9,13.379171244886583
108,10,10.453134083135067,13,8.878394683725206,10,7.414117107248845,9,7.879162300651003,11,11.414654062213186
109,10,9.023757771571665,10,10.081715600035542,11,8.220493075235815,10,7.322460187669168,10,10.32833538572407
110,13,9.937484067911756,10,10.583306787578257,12,9.528006918553324,9,9.36799093082396,9,9.833026683580188
111,14,12.178490172431063,9,10.29009503551838,9,10.892371473650723,11,9.537969008127464,13,8.808521310640055
112,12,11.05009119238389,17,9.22995046573924,26,12.811118215050548,33,7.857636876313387,11,7.132366462822841
113,8,10.725993615511806,19,13.063413373234424,22,10.432016579741425,13,6.925582106942347,9,7.730745392263284
114,10,10.73988035687549,11,11.555861806027277,10,10.281051549330934,14,9.566292113457543,10,8.708733189161327
115,11,14.894261724570306,11,11.419587726358602,13,10.33634814429158,10,11.713466936821053,22,7.663901753023716
116,9,11.377863454972555,11,11.159090722814291,12,13.064040716409298,15,11.164658232117988,11,7.308745873267178
117,15,11.458511868475766,12,11.34385834185177,10,11.057798594657076,10,8.678307005401455,9,8.901681342308317
118,12,9.621969095772444,9,8.922948579925809,23,11.02393323637258,91,8.118081241278631,8,9.34370669060197
119,11,8.038002139835495,52,9.695259575689555,9,9.095269689239567,9,11.24837007214823,11,11.733892094271193
120,50,11.18035610166331,16,8.54424406954764,18,8.515112344531925,9,10.649962501342433,13,8.827647052301083
121,12,13.026295215447867,12,9.497090653458036,12,8.277822341654838,9,9.912129829658205,11,8.900984044475083
122,13,12.154679717705442,27,9.759153914146452,8,9.41874090099096,15,11.246893259918492,200,8.356382078387751
123,14,10.712012315153489,18,11.036315522854537,8,10.685102488979691,11,10.081351409409356,9,10.568570756729597
124,8,12.054798692636886,13,11.339511904839641,10,13.32576621136661,76,11.962499912643677,9,10.796712810851274
125,10,10.70529971182498,16,10.696014958852667,9,9.121689308455974,11,14.369644549535664,12,9.162570600000853
126,10,11.226472022857402,10,13.628929090724627,15,11.67611538826163,15,11.23809031463976,12,8.593572360782213
127,30,8.650290464487306,9,11.801109473265639,8,10.308876788477006,15,7.361762365086229,11,10.571104752106091
128,42,8.10461408334783,19,9.972515478052665,9,11.589738350799815,9,7.812053742774688,25,9.393032992596162
129,10,9.098223457356935,11,10.57406952123921,11,10.135175372927694,11,8.76694772882786,13,9.05055671215865
130,9,9.572924894722615,11,11.69979156737418,9,9.765356022183727,10,8.470457801087258,12,7.86903669835133
131,10,9.724132166933972,11,12.137853853132357,52,11.031791071263088,10,7.695085330261127,10,9.398621847909407
132,11,10.266733198052826,12,8.263288449521777,11,8.451625358473954,12,8.381581626399637,9,8.893059433063517
133,10,10.9518099545235,10,9.28127565370192,10,8.578029498666929,14,9.329113732825858,10,10.24139907629812
134,11,10.465153048092512,9,10.691887429261497,10,8.541913874536549,12,9.083085052998237,102,7.489983038699087
135,10,10.810972781392062,9,10.109793635876056,10,7.2327656342508435,8,10.682238282307692,13,8.923958296630481
136,9,9.718421098100247,9,8.0396970490187,11,9.226922104363945,10,10.53861627349625,11,10.787436181039496
137,11,9.916056530698077,10,8.016383703391448,104,9.477497627538611,9,8.86073784738043,8,8.831363446263548
