,score_2,td_err_2,score_131,td_err_131,score_1729,td_err_1729
187,10,1.0,9,1.0,9,1.0
188,9,1.0,8,1.0,10,1.0
189,9,1.0,10,1.0,8,1.0
190,10,1.0,10,1.0,11,1.0
191,9,1.0,10,1.0,9,1.0
192,10,1.0,9,1.0,10,1.0
193,9,1.0,10,1.0,9,1.0
194,9,1.0,9,1.0,9,1.0
195,10,1.0,11,1.0,8,1.0
196,9,1.0,10,1.0,10,1.0
197,9,1.0,10,1.0,8,1.0
198,10,1.0,8,1.0,10,1.0
199,10,1.0,9,1.0,10,1.0
200,12,1.0,10,1.0,9,1.0
201,10,1.0,10,1.0,10,1.0
202,11,1.0,10,1.0,10,1.0
203,9,1.0,10,1.0,10,1.0
204,11,1.0,10,1.0,9,1.0
205,10,1.0,9,1.0,8,1.0
206,9,1.0,9,1.0,11,1.0
207,10,1.0,10,1.0,10,1.0
208,10,1.0,9,1.0,8,1.0
209,8,1.0,10,1.0,11,1.0
210,8,1.0,10,1.0,11,1.0
211,10,1.0,9,1.0,8,1.0
212,8,1.0,10,1.0,9,1.0
213,9,1.0,8,1.0,10,1.0
214,8,1.0,9,1.0,10,1.0
215,10,1.0,10,1.0,10,1.0
216,8,1.0,9,1.0,10,1.0
217,10,1.0,10,1.0,9,1.0
218,10,1.0,10,1.0,10,1.0
219,9,1.0,10,1.0,9,1.0
220,9,1.0,10,1.0,8,1.0
221,10,1.0,10,1.0,9,1.0
222,9,1.0,9,1.0,9,1.0
223,10,1.0,9,1.0,10,1.0
224,10,1.0,9,1.0,9,1.0
225,9,1.0,10,1.0,10,1.0
226,10,1.0,8,1.0,9,1.0
227,10,1.0,9,1.0,9,1.0
228,9,1.0,9,1.0,10,1.0
229,9,1.0,10,1.0,9,1.0
230,9,1.0,9,1.0,10,1.0
231,10,1.0,10,1.0,9,1.0
232,8,1.0,9,1.0,8,1.0
233,10,1.0,9,1.0,10,1.0
234,10,1.0,9,1.0,10,1.0
235,10,1.0,10,1.0,8,1.0
236,10,1.0,10,1.0,10,1.0
237,9,1.0,10,1.0,11,1.0
238,10,1.0,9,1.0,8,1.0
239,11,1.0,10,1.0,10,1.0
240,10,1.0,10,1.0,9,1.0
241,10,1.0,10,1.0,8,1.0
242,9,1.0,10,1.0,10,1.0
243,9,1.0,9,1.0,10,1.0
244,10,1.0,10,1.0,9,1.0
245,9,1.0,9,1.0,9,1.0
246,9,1.0,10,1.0,9,1.0
247,10,1.0,9,1.0,10,1.0
248,9,1.0,10,1.0,9,1.0
249,10,1.0,10,1.0,8,1.0
250,9,1.0,9,1.0,9,1.0
251,9,1.0,8,1.0,9,1.0
252,10,1.0,10,1.0,9,1.0
253,9,1.0,10,1.0,10,1.0
254,10,1.0,10,1.0,9,1.0
255,10,1.0,8,1.0,10,1.0
256,10,1.0,9,1.0,9,1.0
257,8,1.0,10,1.0,9,1.0
258,10,1.0,9,1.0,10,1.0
259,10,1.0,9,1.0,10,1.0
260,8,1.0,9,1.0,9,1.0
261,10,1.0,10,1.0,10,1.0
262,10,1.0,9,1.0,9,1.0
263,9,1.0,10,1.0,10,1.0
264,9,1.0,9,1.0,11,1.0
265,10,1.0,9,1.0,10,1.0
266,9,1.0,9,1.0,10,1.0
267,10,1.0,10,1.0,10,1.0
268,9,1.0,9,1.0,8,1.0
269,9,1.0,8,1.0,10,1.0
270,10,1.0,10,1.0,9,1.0
271,10,1.0,10,1.0,9,1.0
272,9,1.0,10,1.0,9,1.0
273,10,1.0,11,1.0,10,1.0
274,10,1.0,10,1.0,9,1.0
