,score_2,reward_2
0,200,-201.0
1,200,-201.0
2,200,-201.0
3,200,-201.0
4,200,-201.0
5,200,-201.0
6,200,-201.0
7,200,-201.0
8,200,-201.0
9,200,-201.0
