,score_2,td_err_2,score_131,td_err_131,score_1729,td_err_1729
0,32,1.0,75,1.0,32,1.0
1,16,1.0,12,1.0,17,1.0
2,17,1.0,44,1.0,27,1.0
3,18,1.0,32,1.0,11,1.0
4,25,1.0,13,1.0,19,1.0
5,26,1.0,13,1.0,55,1.0
6,33,1.0,73,1.0,27,1.0
7,11,1.0,17,1.0,16,1.0
8,21,1.0,14,1.0,16,1.0
9,28,1.0,31,1.0,57,1.0
10,47,1.0,19,1.0,9,1.0
11,18,1.0,21,1.0,18,1.0
12,34,1.0,12,1.0,24,1.0
13,21,1.0,13,1.0,19,1.0
14,20,1.0,31,1.0,18,1.0
15,12,1.0,22,1.0,41,1.0
16,32,1.0,16,1.0,18,1.0
17,16,1.0,18,1.0,26,1.0
18,37,1.0,31,1.0,11,1.0
19,24,1.0,27,1.0,17,1.0
20,22,1.0,17,1.0,24,1.0
21,34,1.0,13,1.0,18,1.0
22,24,1.0,14,1.0,14,1.0
23,49,1.0,13,1.0,25,1.0
24,13,1.0035329670718347,25,1.0,19,1.0
25,22,1.0459247850586582,33,1.0,47,1.0
26,17,1.0439373506106582,13,1.0650522710177188,16,1.0538175876308005
27,32,1.0660569365657728,10,1.079382241840211,14,1.0585380087649192
28,28,1.0689182307361027,13,1.0799809516838712,11,1.0992582317180981
29,22,1.0715569438905244,20,1.0759556124673546,23,1.1637820792571092
30,11,1.107295848452436,20,1.1269021377209292,14,1.2144408260594668
31,12,1.1004775345276252,41,1.1536494718934345,13,1.2054552418070112
32,19,1.1253235712451775,11,1.0729924510452067,22,1.0932361922292912
33,35,1.1178814266280659,12,1.1176570082095847,11,1.1194704873287191
34,22,1.1239438153217445,17,1.2449658710181577,32,1.2107822165856252
35,21,1.1445642070237911,76,1.1915798202386612,19,1.3176739384233112
36,30,1.2237697839054533,23,1.284978619277379,13,1.333422485186147
37,11,1.2981138840641062,10,1.2546984721438055,29,1.3629136201535297
38,26,1.2450433647066272,29,1.516279393779392,15,1.5088813922903284
39,15,1.4054056951642113,19,1.414731356830688,17,1.5219398017004484
40,14,1.439764536304461,19,1.4093554839003537,24,1.4337068459067914
41,12,1.5380908438710634,49,1.4652112789628668,17,1.5463637334081526
42,19,1.7546326019996323,13,1.5979216901963627,51,1.5391463880995857
43,18,1.6198022113826118,42,1.732421379457088,34,1.6233970580236985
44,28,1.7984671350903247,19,1.8578523870318653,35,1.9002871635623917
45,12,1.8042078960031187,26,2.0931048067404556,20,2.0024135017523226
46,30,1.6714319022921633,11,2.2560834700870447,14,1.9956578504342872
47,21,1.7912803476843038,12,2.2792691337356366,30,2.103879634389762
48,15,1.9558609040522283,39,2.6524106544801844,12,2.0552629826861577
49,16,1.894662266473896,21,2.6117019998460775,21,2.675252909913379
50,30,2.353995733216184,12,2.6779437253235923,13,2.6538759888133434
51,16,2.4280519360178436,11,2.4861819362226893,15,2.927466136439498
52,11,2.9150001770154317,21,2.6599444723527594,30,3.0384955303570873
53,16,2.853208150836528,12,3.102891984584703,13,3.3054482031942354
54,23,2.804737913602624,17,3.6156878272328767,28,3.9087775997106817
55,55,3.097440508548954,22,3.377101783482399,12,4.386014678954005
56,21,3.141409758054495,17,3.401454649999026,22,4.701986462336956
57,9,2.9402201108080326,17,3.3204839821929575,26,4.096398154476686
58,54,2.9996171702402292,19,3.82034608851083,13,3.648554657395172
59,14,3.475301806750027,18,4.277171492470228,55,3.4558356720191425
60,10,3.073607585883403,18,3.8096108893166503,17,3.7618615147291106
61,12,3.2552150478885418,22,3.6767433421439684,23,3.5894717589082656
62,30,2.7761313528001517,18,3.4285572895898944,34,3.5591309658398353
63,17,3.1960237201873207,26,4.20979685590647,19,3.4655520154803616
64,25,3.02678298792629,12,3.503381447687363,28,3.1275897806457933
65,13,3.63183566698715,16,3.3051767420215215,20,3.2178912057432894
66,18,3.71600625510776,21,3.9776529657575708,17,3.2155632321570042
67,9,3.4928119439786625,16,3.6762913197949914,16,3.7642202879215243
68,21,4.109637349450678,22,3.296363060101238,17,3.710455362351096
69,9,3.307974447301551,14,3.5699163810935404,12,4.2094907943835675
70,11,3.7661298326000394,13,4.493970152548857,11,4.00253798382976
71,10,4.066243037006027,18,5.2378919385569604,29,3.6535918332512187
72,16,3.9151294190613934,19,4.272884931284717,12,3.579997425697398
73,14,3.7060168407604412,10,4.825949197411842,15,3.065872949096228
74,15,4.194336652201395,27,4.7919165677211035,18,3.1178657591371697
75,26,4.456849954396041,50,3.9659883665991758,28,3.08037510572982
76,18,3.876981130209432,11,4.725879111022627,95,3.512582001320396
77,14,3.4921631015747248,23,3.994926314214068,30,3.0666447606463976
78,12,3.8535070608473005,17,4.027496320047978,29,2.938608781719676
79,19,3.6601338948186033,18,4.481935912973321,11,2.844340448680502
80,9,3.289263628230489,10,3.733917938573369,34,2.86009505226662
81,17,3.2818809637157775,15,2.857562539648082,11,3.4122684999864825
82,11,3.4926715270692146,16,3.5291785095118096,11,3.5436991847503077
83,11,3.541818518219137,15,3.705610047482061,13,3.3822898344169148
84,14,4.1410289190006875,30,2.8636651640860524,12,3.3507124555831407
85,11,3.53219827303055,10,3.383436109637656,17,3.0821661382865138
86,17,3.8905655691685754,17,3.553286708387039,10,4.120872724071929
87,25,3.359774950201278,10,2.8978784784735194,9,4.203021530756177
88,10,3.1441399211867145,10,3.383705688147242,10,4.180715200536865
89,14,2.762307801096757,11,2.89798237951855,10,3.351020655859943
90,26,2.6062193706593466,52,2.8973639122485113,21,3.3092317440759564
91,13,3.122950522822928,16,2.94006902640057,17,3.448567022982154
92,11,3.0927872212617533,11,3.281623600597728,13,3.6378292268879253
93,14,3.0987890660708097,16,2.986478575178466,14,3.5343238346252313
94,13,4.352906305446971,13,3.5890949906626877,10,3.5661715628948643
95,13,3.522625704783294,11,3.2146763644261296,12,4.468414509868126
96,20,3.2828323338239493,15,3.39200387912514,13,4.224162633706236
97,16,2.9254964406062776,23,3.165384959211122,26,3.992799788118608
98,14,2.6958597864132328,11,3.046726419618276,19,3.89177110375212
99,45,2.4965895585778615,12,3.3853522764994484,9,3.7720417325369024
100,59,3.5542338589350027,9,3.219725603836451,14,3.2538481747002272
101,34,3.7620308871671964,66,3.025441133454756,12,3.419729744292669
102,45,3.2906247084710225,9,3.122152973190135,10,2.8496800964318787
103,14,3.2687117762201057,11,3.066093748729807,115,3.212038196535029
104,11,2.948762414301973,66,3.2465151150117877,11,3.170493172993754
105,11,3.139288355662793,42,3.085843702458049,12,3.1787510459298316
106,12,2.9554274743258375,10,3.2863178860238094,15,3.0771719262985617
107,14,3.2072344410722455,9,3.2227934615795655,19,2.9107861295533213
108,10,2.947995603795908,9,3.480956758708732,14,2.568627412452028
109,16,2.870694465107703,31,2.4375104438750617,10,2.426284384815597
110,9,3.282072778595868,11,3.0024703775391353,24,2.749330488682654
111,19,3.366959840568343,10,3.593901755474125,8,2.556841301293453
112,11,2.991858938519662,12,3.6467493420853594,22,2.77087629893505
113,30,3.008258609228934,25,2.9811969186888683,17,2.599923911963579
114,12,3.1019980451315567,15,2.741426310517939,9,3.002060379139633
115,30,2.7749941044982416,31,3.0619188088517304,13,2.8625329196360347
116,33,2.5872660644007994,98,3.1898523401562024,24,2.6012315129568915
117,81,3.0712870018935057,13,2.7193945745330885,11,2.349530553961791
118,27,2.7078607467888745,11,2.840926614328501,10,2.8048108670639453
119,11,2.696042747435582,24,3.1543934358288284,9,2.6955212683264067
120,15,2.1657561949582416,10,3.0964097177214773,23,2.5136276820563546
121,13,2.7336914829585286,11,3.2054987418496985,12,2.666293916281549
122,14,2.750802796276025,25,2.854702785930612,14,2.447706882778246
123,12,3.1024754322959596,32,3.3048162187934147,14,2.7046306298642704
124,9,2.588663608119062,11,2.5061960266507484,10,2.657655666936558
125,34,3.023417595371172,41,2.621686345846886,126,2.955506365413548
126,34,3.2594712080335975,20,2.7162986448474324,21,2.8999840709907354
127,132,3.4379542323887913,12,2.4129629901844742,15,2.4681160685834853
128,73,2.8017778998343177,10,2.4265701753709905,11,2.6330106236018116
129,31,2.418989555165545,8,2.5934378658452575,42,2.8118640600142815
130,9,2.7791418265356667,25,2.446577832810557,12,2.7906695848846024
131,58,3.1186556398550964,34,2.6335008236186295,11,2.8119382582126518
132,9,2.862478149436254,9,2.393451193569654,10,2.4301230964706293
133,10,2.6439999727685324,29,2.8250661117927844,16,3.0672419389412373
134,12,3.5518290082716537,11,2.6475946993450488,8,2.75695699277301
135,9,3.7631789991973545,14,3.122968672913643,15,3.461058555413358
136,8,3.4368955020483236,9,3.0728974398765736,17,3.176768851521936
137,14,3.9733704725333627,11,2.9972230714446333,9,3.2944982434355614
138,13,3.5017794527925363,23,2.8355224224117856,30,3.179962979658726
139,9,3.754593970591228,35,2.7742905500325663,14,2.8602909789040694
140,9,3.811821473783892,10,3.107079536156099,10,2.619740397825708
141,11,2.993120759341327,17,2.982948851723744,9,2.5686289774897424
142,96,3.151858884531476,9,2.4746558847645868,12,2.6324991061726877
143,11,3.1593000604564296,19,2.901249408789255,82,2.7710133965753396
144,13,2.868063667354684,107,2.6239795624204088,28,3.423144604015437
145,26,2.7391828423820126,22,2.756837277751446,13,3.2913837558084897
146,10,2.5389164239887854,45,2.2794384448806686,12,3.152943967786298
147,10,2.124296920865819,10,2.222312893361329,103,2.93410038137757
148,19,2.2406520916911665,25,2.22206161930762,9,2.927029700566771
149,40,2.4868077738337555,8,2.7006627593981443,15,3.4047495808062007
150,38,2.2607712772414637,10,2.6958502428732944,9,3.0913222614279476
151,8,2.7617806393701874,10,2.7746911748877565,13,3.3202729562492297
152,28,2.7523767031422133,9,3.316535587024508,14,2.8007722092308756
153,8,2.40706630319981,11,2.286060813714281,13,2.6684035751737403
154,11,2.6771257729139286,24,2.016252494108811,9,3.1007920691333046
155,10,2.598371373764728,107,2.6706166374079228,10,2.9289464850010494
