,score_2,td_err_2,score_131,td_err_131,score_1729,td_err_1729,score_4027,td_err_4027,score_10069,td_err_10069
0,18,1.0,15,1.0,24,1.0,19,1.0,14,1.0
1,37,1.0,38,1.0,16,1.0,13,1.0,34,1.0
2,28,1.0,15,1.0,24,1.0,19,1.0,12,1.0
3,20,1.0,19,1.0,18,1.0,22,1.0,14,1.0
4,54,1.0,33,1.0,18,1.0,19,1.0,21,1.3420847067156378
5,31,1.0720529091420814,19,1.2492879251797802,19,1.0528620802365332,15,1.1536299580021314,32,1.4732310070046721
6,34,1.1915650884446052,11,1.6000455993502185,66,1.2320936328055592,16,1.175784061807269,24,1.59086059728689
7,14,1.4782396558068653,33,1.8176130721360912,32,1.5148293633277643,19,1.5121342797516364,19,1.7823949730629292
8,32,2.1048846429198913,17,2.4117412796566713,21,1.5562767363165202,22,1.4583260540770708,23,2.4148196454393855
9,12,2.1655407454028657,16,2.3225977525176416,10,1.634533034233325,54,1.754510712420987,19,2.4358258394228436
10,10,2.5254445628443323,14,2.4064950114222134,16,2.2035518963709477,18,1.9612476437207005,16,3.490163136588317
11,15,4.293418554019629,16,2.5131322289127564,14,3.025557218100494,14,2.310406163426682,25,3.9062267829710042
12,12,4.953888654380516,20,3.9119801635488898,19,3.124416950408508,23,3.5426397163697017,33,5.5523473234299745
13,24,3.3887448767943567,29,4.133581536633819,18,3.692635481603891,15,4.234069078321704,9,5.162412722748929
14,76,4.315846558903595,16,5.662599911701339,71,4.008869366791589,60,4.871157923943752,43,5.501133497743897
15,29,5.70921081761744,25,5.5844482341588595,28,3.6221851084669874,21,5.287775986177932,18,6.168617037878101
16,21,7.093850858313839,41,5.274246607810446,32,4.290553717179171,12,5.075825450111538,24,7.86887185815095
17,31,6.0848867203917605,14,6.660706040653648,18,6.546792790366898,17,5.256649183653024,51,7.631358924857355
18,41,8.462461920741504,13,8.237086766569842,16,8.078970607695018,26,6.536368716649942,28,5.699933234696702
19,11,6.801252978679737,11,9.107084310579319,17,8.46063440647331,35,5.580631691842779,15,6.370704249924023
20,30,5.676130935769541,10,6.3816013664283355,19,6.388938002516537,18,5.006197710838037,19,5.2520750337366655
21,15,7.410839272309175,15,6.59097095123321,17,6.172307082444942,12,6.47430055527236,13,6.298097515917009
22,33,5.5657216890534515,10,7.047186650004384,16,6.076418300281836,14,6.237937928514518,23,7.1588012180811385
23,19,5.360852514292853,32,8.385674689612042,48,6.50931085753323,18,8.4636526015663,16,9.092856704028717
24,14,6.4867028666341735,11,4.685234815887033,22,5.727816351804586,37,9.732128531826941,31,7.01865402481131
25,62,5.665332922256201,17,4.602407856763675,39,4.788600764315188,24,6.107591093057884,30,7.722116176282249
26,20,6.9595006487534725,9,5.632607239991086,19,5.582002106771369,51,6.812929543155426,14,8.105483714128354
27,13,5.502462343351383,15,5.8686461675585795,43,6.605301628237729,28,7.76013341122432,16,6.6786151378859975
28,22,4.943520025245169,13,7.149918030299369,11,7.550100237745192,12,6.077194497463447,65,8.103703350937767
29,34,5.800469332735067,17,7.642805914060621,11,5.11370383186199,18,5.369117826980518,25,9.115180375615175
30,15,5.288717591250264,17,5.737875620819956,27,4.3299195743108205,39,5.755869838695104,22,6.621759633209288
31,10,5.358149262571919,24,7.627317148250754,22,6.316598565683908,13,4.950741261669813,27,5.482879068518656
32,18,6.461734256374213,16,6.503476670212633,11,7.6184349993945615,27,7.190067237515934,23,5.38676077805577
33,15,5.504516356593011,26,6.373535609063467,12,8.7014367641212,37,6.726249843709345,26,4.473071839351566
34,57,4.515094701110931,11,5.3261929668385095,17,6.499643953325443,22,5.852443277811413,21,5.255152108169658
35,25,4.222133602812682,26,6.9182660370933995,30,5.667502871635796,22,5.643514408593283,39,4.76423824761105
36,12,3.8931652315307654,15,6.7873392017785585,30,6.219771674265864,11,5.682348613029652,16,4.875113192532047
37,15,6.0776372382694905,12,6.781919657442131,10,5.911046783776964,29,5.944974401963393,35,6.2472848118202515
38,27,5.877018155493482,38,5.733014146153836,23,6.225572115075047,22,5.208920379502838,18,6.728076039998359
39,11,5.516158808446327,17,6.367239464634576,15,6.461429823189293,34,5.441382750735332,14,5.75168433069827
40,24,6.562996522930664,42,7.211325769926082,17,7.500688971021262,24,6.009548056218538,35,6.421025288846011
41,9,6.046380934079494,21,7.27477211189464,11,6.594499441200978,13,7.321895066169687,18,5.285799996216278
42,26,7.241034235521885,28,5.865748375100998,26,7.081173676729021,18,5.384545380995502,17,5.301061538975
43,15,6.749929623336825,20,6.55036144346249,27,4.948910134564984,43,6.4241824008974096,29,5.776376095788778
44,16,6.656720682137715,14,5.814148742507368,10,6.084895529094974,17,4.773782600831337,10,5.649088662784467
45,12,6.978357365454997,13,6.4780762823542,17,6.678959427934863,13,4.968039114177746,17,5.472733064931999
46,13,5.849246064237682,13,6.4819101752492685,12,5.396206297020157,23,5.264432611402676,34,6.74633544377983
47,36,5.185384305912147,10,6.802501986769279,10,6.664187956533039,16,6.039591999464864,20,6.89093816544598
48,13,6.010710999540737,28,6.275210326355603,25,7.355008448669519,22,5.129852551487225,16,7.714332665888865
49,23,6.601673363625316,36,5.913916942264239,12,5.4301011703282285,12,5.954668635616931,15,6.298385164468747
50,26,6.073818199452466,22,5.908380258581873,24,6.42044260156572,10,6.413757949907371,14,6.403974428431144
51,15,6.8667502182619105,19,7.345428553869406,35,6.094408532417235,19,5.47493921062143,14,4.852617982079364
52,38,5.56421722077778,14,6.519248729723387,24,6.777625979648036,25,7.02973161365354,17,6.204266377260087
53,16,5.973333367559524,17,6.6812269651614145,11,5.896962268829605,36,5.184571774023386,18,4.745655579580128
54,23,5.402716368642722,8,5.292268640195808,18,7.571142180675253,13,5.884692413372172,34,4.720985168373229
55,15,6.543684185533406,12,5.3925000509967544,23,5.9853776355381285,14,5.558055444127919,13,5.332504057194893
56,9,6.770750115016798,24,5.617404867018222,15,6.803786216512098,11,6.717530331900258,18,4.9027817899637345
57,11,7.34559492485122,21,5.346263981510827,18,6.9184798677166075,39,6.8240975960195644,27,6.139427178491491
58,9,7.856382322672439,9,5.481900415002082,11,6.2690505565037515,19,5.4205456256727516,13,5.629876432036498
59,26,6.719068530681913,20,5.30127589170758,32,6.664112351994075,14,6.12571377718548,22,7.045521527892737
60,20,6.153390506054365,16,6.375355224612978,22,8.112290724573423,12,5.1485747464711045,16,5.501307902671873
61,14,6.3398850462764695,31,7.836548903694789,42,7.38717024035591,10,6.621920712300926,23,4.596586959908406
62,25,6.0817623498456435,22,6.290053354304715,29,5.615704265717702,9,7.012307272217897,9,5.846033349203544
63,13,5.959262947714256,20,6.242152885022924,16,7.070877908718265,14,6.541739328343801,10,4.958946484889709
