,score_2,td_err_2,score_131,td_err_131,score_1729,td_err_1729
0,12,1.0,47,1.0,23,1.0
1,19,1.0,12,1.0,14,1.0
2,25,1.0,20,1.0,15,1.0
3,19,1.0,18,1.0,42,1.0
4,28,1.0,34,1.0,21,1.0
5,16,1.0,22,1.0,19,1.0
6,14,1.0,58,1.0,18,1.0
7,12,1.005294794575203,40,1.0351070746545983,39,1.0
8,54,1.034787011901483,29,1.0291139431569276,30,1.0
9,10,1.1046770007563298,22,1.0402386456962651,30,1.0
10,16,1.1078069001409947,21,1.2355353657423167,27,0.9988761805148824
11,12,1.165065663385545,21,1.347896660727372,11,1.0049128340308924
12,26,1.1861493278672801,30,1.2863675291299916,23,1.122559140535589
13,30,1.144189739510017,17,1.2147532654823365,47,1.3128080316634263
14,25,1.1801908659195766,17,1.3605723104635048,13,1.3430411773285285
15,11,1.2184725355952837,29,1.3193255382959885,19,1.3918403586618688
16,17,1.228944763608194,31,1.5339602054812242,15,1.6657212828081414
17,19,1.4736617142343083,19,1.7021414841310931,15,1.7662825481785185
18,10,1.6183755497411594,16,2.0287356989021514,16,1.5249833100726056
19,18,1.7667021865611645,20,2.1102553371570942,41,2.223469400733907
20,10,1.990625240470943,44,2.322625849335187,20,2.0972712251876247
21,10,2.2206911419645907,13,2.42472179929987,10,2.7198668408582063
22,22,2.4145225300253466,20,2.752165498657375,12,3.024469807420798
23,47,3.2239440751973354,17,3.0663789028755075,13,2.192927061258536
24,27,3.7538191405553887,12,3.149951017396937,15,2.9489709893452662
25,15,4.594014619915788,15,2.9588269946044496,46,3.6146758167227113
26,28,3.7640547519928567,15,3.35894219658511,17,3.484575001919173
27,22,4.22113124505742,21,3.9399801953816977,26,3.440275211084137
28,64,4.5366866905264684,33,3.316985369880307,16,3.546751582504757
29,12,4.3732106727209015,16,3.7821644697183654,20,4.313909948063357
30,21,4.010359549965565,15,4.313929610459587,23,4.4392989897054695
31,44,3.555003452037705,17,4.165081808080124,11,3.4478966794264587
32,10,4.075474150574385,18,3.1397459890889268,12,3.792458623109816
33,41,3.627017439715447,38,3.592317075649086,22,3.7378086360861227
34,17,3.68790392065737,23,3.9922116657311655,15,3.8975663827573226
35,17,4.595720216462269,33,4.490062121619254,25,4.719633872664277
36,16,3.3856200401108216,19,3.525034284655966,20,4.495816087430623
37,18,4.083178353684786,20,2.8941655591897297,17,5.571295272017092
38,10,3.697982812831883,15,3.688380241786359,16,5.125400986849712
39,101,4.314169093116309,53,4.36554002341062,31,4.704538930012164
40,14,3.846325514045841,21,4.255808390423611,51,4.084846983180642
41,38,3.233225629615106,23,3.6961726004070754,17,4.57114202229596
42,13,3.3777035808371343,24,3.971078939029039,33,4.291628161432442
43,12,3.7577027120303175,13,4.2248317935747455,14,4.151927524415618
